property_id,city,locality,property_type,bhk,area_sqft,price,price_per_sqft,floor_no,total_floors,age_years,furnishing_status,property_status,facing,bathrooms,balconies,parking,amenities,monthly_rent,listing_date,seller_type,negotiable,is_sold
PROP04256,Ahmedabad,Prahlad Nagar,Studio,1,607,5400000,8896.21,18,20,5,Unfurnished,Under Construction,East,2,1,1,Parking|CCTV|Lift|Clubhouse|Park|Swimming Pool|Gym|Power Backup|Security,11637,2021-05-10,Builder,No,1
PROP04257,Lucknow,Vikas Nagar,Apartment,2,732,4200000,5737.7,5,10,1,Unfurnished,Under Construction,North,3,0,1,Lift|CCTV|Swimming Pool|Park|Security|Clubhouse|Gym,10036,2023-05-19,Builder,No,1
PROP04258,Jaipur,Jagatpura,Apartment,3,1184,8500000,7179.05,0,2,5,Unfurnished,Ready to Move,South-East,3,2,0,Swimming Pool|Park|Lift|Parking|Power Backup|CCTV|Security|Gym,29411,2022-10-16,Agent,No,1
PROP04259,Lucknow,Hazratganj,Independent House,3,1781,11500000,6457.05,0,6,5,Semi-Furnished,Ready to Move,South-East,3,1,0,CCTV|Clubhouse|Park|Lift|Security|Power Backup|Parking,29127,2020-09-14,Builder,No,1
PROP04260,Kolkata,Salt Lake,Independent House,3,1622,9400000,5795.31,0,6,0,Semi-Furnished,New Launch,North,3,2,0,Security|Clubhouse|Lift,29797,2019-10-21,Builder,Yes,1
PROP04261,Jaipur,Mansarovar,Apartment,2,1099,7500000,6824.39,12,12,10,Semi-Furnished,Ready to Move,North-East,3,2,2,CCTV|Power Backup,17374,2021-06-22,Agent,No,0
PROP04262,Delhi,Gurgaon,Independent House,5,1742,25700000,14753.16,0,6,1,Furnished,Ready to Move,North,5,3,1,CCTV|Clubhouse|Security|Lift|Power Backup|Park,95357,2019-09-12,Owner,Yes,0
PROP04263,Chennai,OMR,Independent House,1,1951,25800000,13223.99,0,7,0,Furnished,Ready to Move,West,1,0,0,Gym|Parking|Lift|Swimming Pool|Clubhouse,80896,2020-08-31,Builder,Yes,1
PROP04264,Mumbai,Navi Mumbai,Villa,4,2141,33400000,15600.19,0,3,5,Semi-Furnished,Under Construction,South-East,4,2,2,Park|Lift,82878,2021-02-14,Owner,No,1
PROP04265,Kolkata,Salt Lake,Apartment,4,888,8400000,9459.46,18,24,0,Furnished,Ready to Move,East,4,2,0,CCTV|Parking|Gym|Lift,18855,2022-06-30,Agent,No,1
PROP04266,Pune,Hadapsar,Penthouse,2,2898,33400000,11525.19,22,25,0,Unfurnished,Ready to Move,South-East,2,2,2,Park|Gym|Power Backup|Security|Clubhouse,123874,2022-10-12,Agent,Yes,1
PROP04267,Mumbai,Worli,Apartment,5,958,16800000,17536.53,20,24,20,Unfurnished,Under Construction,South-East,5,0,1,Parking|Park|Security|Swimming Pool|Lift|Clubhouse|CCTV|Power Backup,45990,2021-03-01,Owner,Yes,1
PROP04268,Bangalore,Indiranagar,Apartment,4,500,7000000,14000.0,23,32,0,Furnished,New Launch,South-East,5,3,0,Security|Power Backup|Gym|Swimming Pool,23435,2022-03-18,Agent,No,1
PROP04269,Pune,Hinjewadi,Row House,3,1375,17300000,12581.82,0,8,5,Furnished,Ready to Move,North-West,3,2,1,Clubhouse|Security|CCTV|Parking,68029,2021-05-25,Owner,Yes,0
PROP04270,Kolkata,Behala,Independent House,3,1985,16800000,8463.48,0,7,0,Semi-Furnished,Under Construction,North,3,2,2,Park|Swimming Pool|Parking|Clubhouse|Gym,64501,2020-02-25,Owner,Yes,1
PROP04271,Kolkata,Park Street,Apartment,2,873,6300000,7216.49,4,5,0,Furnished,New Launch,South-East,3,2,1,Security|Parking|Lift|Gym|Park|Power Backup,12996,2022-12-14,Builder,No,0
PROP04272,Pune,Viman Nagar,Apartment,1,795,8700000,10943.4,24,30,0,Semi-Furnished,Ready to Move,North-East,2,0,1,Swimming Pool|Power Backup|Parking|Gym|CCTV|Clubhouse,19201,2022-09-23,Builder,Yes,0
PROP04273,Lucknow,Mahanagar,Independent House,3,1528,9700000,6348.17,0,5,5,Furnished,New Launch,North,3,3,2,Gym|CCTV|Security|Swimming Pool|Power Backup|Park,38613,2022-01-30,Builder,No,1
PROP04274,Mumbai,Borivali,Penthouse,4,2584,49200000,19040.25,14,16,5,Semi-Furnished,Ready to Move,East,4,0,1,Clubhouse|Security,140281,2022-10-09,Agent,No,1
PROP04275,Ahmedabad,Bopal,Apartment,3,495,4500000,9090.91,3,5,1,Furnished,Ready to Move,East,4,2,1,Power Backup|Swimming Pool|CCTV|Lift,12049,2023-07-15,Agent,Yes,1
PROP04276,Pune,Hadapsar,Apartment,3,879,8700000,9897.61,13,13,5,Unfurnished,New Launch,North-East,4,0,0,Security|Parking|Lift,23774,2020-08-12,Agent,No,0
PROP04277,Mumbai,Borivali,Row House,2,1480,30400000,20540.54,0,5,5,Furnished,Under Construction,West,3,0,2,Gym|Park|Swimming Pool|Security|Lift|Power Backup|Parking|CCTV|Clubhouse,80408,2019-10-11,Agent,Yes,0
PROP04278,Mumbai,Andheri,Row House,3,1406,25000000,17780.94,0,2,15,Unfurnished,Under Construction,North-East,4,3,1,CCTV|Power Backup,95199,2021-04-23,Owner,Yes,0
PROP04279,Chennai,OMR,Apartment,2,886,11000000,12415.35,25,35,0,Semi-Furnished,Ready to Move,North,3,2,1,CCTV|Security|Swimming Pool|Parking|Gym,32557,2022-03-09,Owner,No,1
PROP04280,Jaipur,Tonk Road,Independent House,1,1872,13100000,6997.86,0,2,5,Furnished,New Launch,East,2,1,1,CCTV|Gym|Security|Power Backup,35690,2022-12-14,Owner,Yes,1
PROP04281,Delhi,Saket,Independent House,3,2218,31200000,14066.73,0,5,10,Unfurnished,Ready to Move,South,3,2,0,Clubhouse|Lift|Park|Parking|CCTV|Power Backup|Security|Gym,85677,2021-10-10,Owner,No,1
PROP04282,Lucknow,Mahanagar,Independent House,4,1497,7500000,5010.02,0,5,5,Semi-Furnished,New Launch,East,5,2,1,Parking|Park,26375,2023-12-01,Builder,Yes,0
PROP04283,Pune,Viman Nagar,Apartment,2,1131,12600000,11140.58,11,19,5,Unfurnished,Under Construction,West,3,0,1,Clubhouse|Security|Power Backup|Gym|Swimming Pool,34037,2019-04-02,Owner,No,0
PROP04284,Hyderabad,Gachibowli,Apartment,3,1094,13500000,12340.04,14,14,0,Semi-Furnished,Ready to Move,East,3,3,1,Clubhouse|Power Backup|Security,32025,2019-01-25,Owner,Yes,0
PROP04285,Jaipur,Malviya Nagar,Apartment,2,744,6400000,8602.15,22,28,0,Unfurnished,Ready to Move,East,2,1,2,Clubhouse|Parking|Security|Park,24389,2020-05-17,Agent,No,1
PROP04286,Mumbai,Worli,Villa,3,2240,37900000,16919.64,0,1,10,Unfurnished,Ready to Move,South-East,3,3,1,Security|Clubhouse|Gym|Swimming Pool|CCTV|Park|Lift,90491,2023-03-05,Builder,Yes,0
PROP04287,Chennai,Porur,Row House,4,1508,17500000,11604.77,0,5,2,Furnished,Ready to Move,North-East,4,0,0,Gym|Parking,58118,2019-02-26,Owner,Yes,0
PROP04288,Bangalore,HSR Layout,Apartment,2,937,10700000,11419.42,1,4,15,Semi-Furnished,Ready to Move,North,2,1,0,Security|Lift|CCTV|Gym|Power Backup|Clubhouse|Swimming Pool,26279,2021-08-30,Owner,Yes,0
PROP04289,Chennai,Sholinganallur,Apartment,5,1201,11700000,9741.88,25,27,10,Unfurnished,Under Construction,South,5,0,1,Gym|Security|Park|Lift|CCTV,41668,2019-06-10,Agent,Yes,0
PROP04290,Chennai,Anna Nagar,Independent House,4,1921,17600000,9161.89,0,7,2,Unfurnished,Ready to Move,North-East,5,2,1,Park|Clubhouse|Parking,62215,2023-10-24,Agent,Yes,1
PROP04291,Ahmedabad,Vastrapur,Apartment,3,1001,10100000,10089.91,30,33,2,Furnished,Ready to Move,North-East,3,0,2,Park|Swimming Pool|Clubhouse|CCTV|Gym|Parking,23804,2022-08-31,Builder,Yes,0
PROP04292,Chennai,Anna Nagar,Apartment,3,813,7800000,9594.1,16,24,10,Furnished,New Launch,West,3,0,1,Power Backup|Lift|Parking,31106,2022-09-07,Owner,Yes,1
PROP04293,Pune,Kothrud,Independent House,3,1503,12700000,8449.77,0,2,10,Unfurnished,Ready to Move,East,4,2,1,Swimming Pool|Power Backup|Parking|Gym,29320,2022-03-10,Builder,No,0
PROP04294,Pune,Baner,Row House,1,1558,19200000,12323.49,0,7,5,Furnished,Under Construction,North-West,2,1,2,Security|Swimming Pool|Clubhouse,72350,2023-03-27,Owner,Yes,0
PROP04295,Delhi,Noida Ext,Apartment,3,1141,18100000,15863.28,2,12,2,Semi-Furnished,Ready to Move,East,4,3,2,Power Backup|Lift|Parking|Clubhouse|Park|CCTV,42008,2021-03-31,Agent,Yes,0
PROP04296,Kolkata,Alipore,Apartment,1,594,4600000,7744.11,13,13,10,Unfurnished,Ready to Move,North,1,0,1,Security|Clubhouse|Swimming Pool|Parking|CCTV|Gym|Park|Power Backup|Lift,13231,2020-09-30,Owner,Yes,0
PROP04297,Mumbai,Navi Mumbai,Apartment,3,688,19600000,28488.37,26,30,5,Furnished,Under Construction,North,3,0,0,Parking|Swimming Pool|Clubhouse|Security|Park|Power Backup|Gym|CCTV|Lift,72182,2023-10-24,Owner,Yes,0
PROP04298,Kolkata,Alipore,Row House,2,1625,9100000,5600.0,0,2,10,Semi-Furnished,Under Construction,North,3,0,1,Lift|Security|Parking|Power Backup|Swimming Pool|Park,32304,2020-06-05,Agent,Yes,1
PROP04299,Ahmedabad,Satellite,Apartment,2,703,5400000,7681.37,23,33,2,Semi-Furnished,New Launch,North-West,2,2,2,Swimming Pool|Clubhouse|Security|Power Backup|Parking|Lift|Gym|CCTV,19541,2021-03-14,Owner,Yes,0
PROP04300,Hyderabad,Banjara Hills,Independent House,2,1641,10800000,6581.35,0,8,10,Furnished,Ready to Move,North-East,3,0,0,Lift|Swimming Pool|Parking|Security|CCTV,27293,2023-02-26,Owner,Yes,1
PROP04301,Kolkata,Behala,Independent House,3,1715,15200000,8862.97,0,8,0,Unfurnished,Ready to Move,North-West,3,3,1,Parking|Power Backup|Gym|Park,60379,2020-08-08,Owner,Yes,1
PROP04302,Ahmedabad,Satellite,Independent House,2,1526,15100000,9895.15,0,8,1,Semi-Furnished,Ready to Move,South-East,2,1,2,Park|Clubhouse|Gym|Swimming Pool|Security|Power Backup|CCTV|Parking,32432,2020-07-19,Builder,Yes,1
PROP04303,Chennai,Adyar,Villa,2,2005,18900000,9426.43,0,10,10,Unfurnished,Ready to Move,East,2,2,1,Swimming Pool|Power Backup|Parking|Park|Gym,50428,2022-04-03,Owner,Yes,0
PROP04304,Delhi,Karol Bagh,Apartment,2,1040,11800000,11346.15,7,16,10,Unfurnished,Ready to Move,North,3,1,1,Clubhouse|Security|CCTV|Gym|Parking|Swimming Pool,29111,2020-12-23,Agent,No,1
PROP04305,Bangalore,Hebbal,Apartment,2,638,9300000,14576.8,3,4,5,Unfurnished,New Launch,North-West,2,0,1,Lift|Gym|Swimming Pool|Power Backup|Parking|Park|CCTV|Clubhouse|Security,29776,2022-10-04,Agent,No,1
PROP04306,Bangalore,Whitefield,Independent House,3,1480,19500000,13175.68,0,4,15,Furnished,New Launch,North-West,4,0,2,Lift|Parking,75084,2019-10-15,Owner,Yes,1
PROP04307,Delhi,Karol Bagh,Penthouse,4,2673,48700000,18219.23,1,8,0,Unfurnished,Ready to Move,North-West,5,3,0,Security|Swimming Pool|Lift|Gym|Power Backup|Park|Parking,113900,2022-11-12,Builder,Yes,0
PROP04308,Delhi,Gurgaon,Independent House,2,1946,29400000,15107.91,0,2,2,Furnished,New Launch,South-East,3,1,1,Gym|Security|Parking|Power Backup|Lift,102789,2021-01-11,Builder,No,1
PROP04309,Delhi,Dwarka,Studio,1,360,5500000,15277.78,26,32,1,Unfurnished,Under Construction,North,2,0,2,Gym|Clubhouse,21386,2019-10-11,Agent,No,1
PROP04310,Hyderabad,Madhapur,Independent House,4,1707,12400000,7264.21,0,10,2,Furnished,Under Construction,North-West,4,2,2,CCTV|Power Backup|Lift|Clubhouse,37633,2021-12-06,Builder,No,0
PROP04311,Delhi,Vasant Kunj,Apartment,3,908,14300000,15748.9,4,12,0,Unfurnished,Ready to Move,North,3,0,0,Lift|Power Backup|Gym,41508,2019-03-25,Owner,Yes,0
PROP04312,Delhi,Karol Bagh,Apartment,4,550,9500000,17272.73,18,28,5,Semi-Furnished,Under Construction,West,4,1,1,Lift|Security|Parking|Swimming Pool|Gym|Power Backup|Park|Clubhouse|CCTV,36538,2023-01-28,Owner,Yes,1
PROP04313,Chennai,Porur,Apartment,2,998,10000000,10020.04,21,24,15,Semi-Furnished,Ready to Move,West,3,0,0,Parking|Security|Swimming Pool|Park|Gym|Power Backup|CCTV|Clubhouse,28817,2022-04-10,Owner,No,1
PROP04314,Hyderabad,Hitech City,Independent House,1,1876,15600000,8315.57,0,10,1,Furnished,Ready to Move,South-East,1,1,2,Clubhouse|Swimming Pool|CCTV|Gym|Security|Power Backup|Park|Parking,46741,2019-03-25,Owner,No,1
PROP04315,Delhi,Dwarka,Independent House,1,1718,32400000,18859.14,0,2,5,Furnished,Ready to Move,South-East,2,1,2,Lift|Security,79312,2021-07-15,Builder,Yes,0
PROP04316,Delhi,Dwarka,Apartment,3,1101,15700000,14259.76,7,12,15,Furnished,Under Construction,East,3,0,2,Swimming Pool|Power Backup,32794,2023-09-14,Owner,No,0
PROP04317,Chennai,Velachery,Studio,1,300,2900000,9666.67,19,25,2,Unfurnished,New Launch,East,1,1,2,Clubhouse|Parking|Security|Swimming Pool|Gym|Power Backup|Park|CCTV,11063,2019-09-16,Builder,Yes,1
PROP04318,Bangalore,Electronic City,Villa,3,2425,33500000,13814.43,0,6,5,Semi-Furnished,New Launch,North-West,3,3,0,Lift|Power Backup|Clubhouse,107725,2020-02-24,Builder,Yes,0
PROP04319,Ahmedabad,Vastrapur,Independent House,3,1830,21200000,11584.7,0,7,0,Furnished,Ready to Move,West,4,1,1,Parking|Power Backup|CCTV|Clubhouse|Lift|Security|Gym|Park|Swimming Pool,49869,2021-04-23,Agent,No,1
PROP04320,Bangalore,Whitefield,Villa,5,2132,29800000,13977.49,0,8,0,Furnished,New Launch,North,5,1,0,Gym|Swimming Pool|Power Backup|Security|CCTV|Lift|Park,75631,2023-06-19,Agent,Yes,1
PROP04321,Mumbai,Borivali,Row House,1,1596,31800000,19924.81,0,2,0,Semi-Furnished,Ready to Move,South,1,0,2,Security|Power Backup|Clubhouse|CCTV,94896,2021-02-01,Builder,Yes,1
PROP04322,Chennai,Anna Nagar,Apartment,3,878,10700000,12186.79,13,17,2,Unfurnished,New Launch,East,3,3,1,Clubhouse|Park,37067,2021-11-10,Builder,Yes,0
PROP04323,Ahmedabad,Thaltej,Apartment,2,1144,11000000,9615.38,27,36,2,Semi-Furnished,Under Construction,North,2,0,2,Clubhouse|Power Backup,24706,2023-06-07,Builder,No,1
PROP04324,Chennai,Velachery,Row House,2,1384,12900000,9320.81,0,6,10,Unfurnished,Ready to Move,South-East,3,0,2,Gym|Clubhouse|Park|Parking|CCTV|Lift|Power Backup|Swimming Pool|Security,29059,2022-09-09,Owner,Yes,1
PROP04325,Chennai,Adyar,Villa,4,2047,20700000,10112.36,0,1,10,Furnished,Ready to Move,South-East,5,1,0,Power Backup|Gym|CCTV|Security|Clubhouse|Lift|Park|Swimming Pool,44691,2019-10-06,Agent,No,1
PROP04326,Mumbai,Worli,Villa,2,2407,54400000,22600.75,0,2,5,Semi-Furnished,Ready to Move,West,2,1,2,Parking|Gym|Power Backup,132279,2021-11-07,Owner,Yes,0
PROP04327,Lucknow,Vikas Nagar,Apartment,3,780,6500000,8333.33,20,27,1,Furnished,Ready to Move,North-East,3,1,0,CCTV|Swimming Pool|Power Backup|Security,25327,2021-06-20,Agent,Yes,0
PROP04328,Pune,Viman Nagar,Apartment,2,1080,8200000,7592.59,14,18,10,Unfurnished,Under Construction,North,3,0,2,Lift|Security|Power Backup|Clubhouse|Gym,19997,2021-09-21,Builder,Yes,1
PROP04329,Ahmedabad,Bopal,Apartment,3,1239,7600000,6133.98,8,14,10,Semi-Furnished,Under Construction,North-West,3,0,2,Swimming Pool|Lift|Gym|CCTV,18495,2021-07-02,Agent,Yes,1
PROP04330,Hyderabad,Banjara Hills,Apartment,4,819,6400000,7814.41,15,18,2,Unfurnished,Ready to Move,South-East,5,0,1,Swimming Pool|Gym|Park|Clubhouse,13657,2022-07-24,Builder,No,1
PROP04331,Mumbai,Bandra,Penthouse,1,2936,42400000,14441.42,13,15,20,Furnished,Under Construction,East,1,0,0,Swimming Pool|Parking,128310,2022-02-02,Agent,No,1
PROP04332,Pune,Baner,Villa,3,1969,24000000,12188.93,0,6,2,Unfurnished,Under Construction,West,3,0,0,Parking|Lift|Gym|Swimming Pool|Park|Clubhouse|Power Backup|Security,74999,2022-10-15,Agent,Yes,0
PROP04333,Mumbai,Andheri,Apartment,4,1050,21700000,20666.67,24,30,0,Semi-Furnished,Ready to Move,North-East,5,0,0,Security|Lift|CCTV|Parking|Swimming Pool|Gym,76007,2019-01-11,Builder,Yes,0
PROP04334,Ahmedabad,Thaltej,Independent House,2,1839,10900000,5927.13,0,2,2,Unfurnished,Under Construction,South-East,2,1,2,Swimming Pool|Power Backup|Clubhouse|Park|Lift|Gym|Parking,26237,2023-10-10,Builder,Yes,0
PROP04335,Jaipur,Jagatpura,Apartment,3,994,7500000,7545.27,30,38,10,Semi-Furnished,Ready to Move,North-West,4,1,2,Clubhouse|CCTV|Park|Power Backup,24480,2022-05-13,Agent,No,0
PROP04336,Pune,Baner,Apartment,1,770,11400000,14805.19,28,31,5,Furnished,Under Construction,North-West,1,1,2,Lift|Power Backup|Park|CCTV|Swimming Pool|Gym|Clubhouse,35922,2019-02-16,Builder,No,1
PROP04337,Pune,Baner,Row House,2,1267,12700000,10023.68,0,4,10,Unfurnished,New Launch,South-East,2,1,2,Power Backup|Parking|Lift|Security|Park|Gym|Swimming Pool|Clubhouse,29342,2021-04-03,Agent,Yes,0
PROP04338,Lucknow,Aliganj,Apartment,2,1000,4700000,4700.0,11,13,5,Semi-Furnished,Ready to Move,South-East,2,2,1,Park|Swimming Pool|Power Backup|Lift,13081,2022-04-27,Owner,Yes,0
PROP04339,Kolkata,Rajarhat,Independent House,3,1387,11200000,8074.98,0,5,2,Semi-Furnished,Ready to Move,West,4,0,0,Parking|Security|CCTV|Swimming Pool|Lift|Park|Clubhouse|Power Backup,28181,2021-04-04,Agent,No,0
PROP04340,Ahmedabad,Satellite,Villa,2,2136,13800000,6460.67,0,10,20,Unfurnished,Ready to Move,East,2,1,1,CCTV|Park|Power Backup|Parking,43710,2023-04-14,Owner,Yes,1
PROP04341,Mumbai,Worli,Villa,4,2388,58300000,24413.74,0,3,0,Furnished,Ready to Move,East,5,1,2,Power Backup|CCTV|Swimming Pool|Park|Lift|Gym|Parking,182130,2023-04-16,Owner,Yes,0
PROP04342,Hyderabad,Jubilee Hills,Apartment,3,938,9600000,10234.54,8,16,0,Furnished,Ready to Move,North,4,2,2,Clubhouse|Lift|Security|Power Backup|Gym|Parking|Park|Swimming Pool,34698,2020-05-21,Owner,Yes,1
PROP04343,Jaipur,Tonk Road,Villa,2,2589,19500000,7531.87,0,3,5,Semi-Furnished,Ready to Move,West,2,1,2,Gym|Park|Lift|Parking|CCTV|Swimming Pool|Security|Power Backup|Clubhouse,52939,2023-01-13,Agent,No,1
PROP04344,Pune,Baner,Independent House,1,2005,20300000,10124.69,0,8,15,Furnished,Ready to Move,South-East,1,0,2,Park|CCTV|Clubhouse|Security|Swimming Pool|Parking|Lift|Gym,53683,2022-02-25,Builder,Yes,1
PROP04345,Lucknow,Hazratganj,Independent House,3,1669,8300000,4973.04,0,4,5,Unfurnished,Under Construction,North-West,4,1,2,Clubhouse|CCTV|Swimming Pool|Lift|Power Backup|Gym|Park|Parking,31182,2020-05-27,Owner,No,0
PROP04346,Chennai,Porur,Penthouse,3,2805,28400000,10124.78,17,26,0,Semi-Furnished,New Launch,North-East,4,2,0,Clubhouse|CCTV|Security,76786,2022-08-09,Agent,No,1
PROP04347,Delhi,Dwarka,Apartment,5,890,16400000,18426.97,25,33,1,Semi-Furnished,New Launch,North,5,0,2,Parking|Swimming Pool|Gym,59013,2019-02-09,Builder,No,1
PROP04348,Lucknow,Indira Nagar,Apartment,3,583,3600000,6174.96,25,28,2,Furnished,Ready to Move,West,3,0,1,Security|Gym|Park|Parking,7816,2020-12-07,Builder,No,0
PROP04349,Pune,Wakad,Independent House,4,1611,17300000,10738.67,0,3,1,Furnished,Ready to Move,North-East,4,3,1,Park|Parking|Power Backup,41130,2019-07-06,Owner,No,1
PROP04350,Hyderabad,Jubilee Hills,Independent House,3,1687,16200000,9602.85,0,1,0,Furnished,Under Construction,East,3,1,2,Gym|Power Backup|Security|Parking|Lift|Park|CCTV|Clubhouse|Swimming Pool,36980,2020-09-14,Agent,Yes,1
PROP04351,Kolkata,New Town,Apartment,2,492,4100000,8333.33,26,31,5,Furnished,New Launch,East,2,0,0,Power Backup|Clubhouse|Security|Gym|Lift|CCTV|Swimming Pool,8522,2019-06-25,Builder,Yes,1
PROP04352,Ahmedabad,Thaltej,Independent House,2,1809,15300000,8457.71,0,10,0,Semi-Furnished,New Launch,North,2,0,2,Park|Lift|Parking|Power Backup|Clubhouse,38730,2021-11-05,Agent,Yes,0
PROP04353,Kolkata,New Town,Apartment,4,850,5300000,6235.29,0,6,2,Unfurnished,Ready to Move,South-East,5,1,1,Swimming Pool|CCTV|Gym|Park|Security|Power Backup,13503,2022-04-29,Builder,Yes,0
PROP04354,Delhi,Gurgaon,Apartment,2,565,8200000,14513.27,28,36,15,Furnished,Ready to Move,East,2,2,1,Park|Parking|Clubhouse|Lift,19083,2019-08-29,Owner,Yes,0
PROP04355,Bangalore,Hebbal,Apartment,3,980,14700000,15000.0,21,22,5,Furnished,Ready to Move,North,4,0,2,Gym|Power Backup,51661,2021-12-07,Agent,No,1
PROP04356,Chennai,Anna Nagar,Apartment,1,1043,9000000,8628.95,16,23,0,Furnished,Ready to Move,North-East,1,1,1,Lift|CCTV|Clubhouse|Security|Swimming Pool,31562,2020-05-21,Owner,Yes,1
PROP04357,Jaipur,Tonk Road,Villa,3,2245,14100000,6280.62,0,2,15,Unfurnished,Under Construction,North-West,3,2,1,Parking|Security|Clubhouse|Lift,53594,2019-05-30,Agent,Yes,1
PROP04358,Ahmedabad,Thaltej,Studio,1,335,2700000,8059.7,2,3,1,Unfurnished,Ready to Move,South,1,1,1,CCTV|Power Backup,5920,2019-05-19,Builder,Yes,1
PROP04359,Bangalore,HSR Layout,Apartment,1,1018,13800000,13555.99,24,32,5,Semi-Furnished,New Launch,East,1,1,0,Gym|Power Backup|Lift|CCTV|Security|Swimming Pool,36937,2021-10-12,Builder,Yes,1
PROP04360,Kolkata,Park Street,Apartment,5,1036,9500000,9169.88,13,22,0,Furnished,Ready to Move,North-West,5,0,1,Parking|Security|Clubhouse|Lift,36884,2022-01-20,Builder,Yes,0
PROP04361,Lucknow,Mahanagar,Villa,1,2261,8900000,3936.31,0,2,10,Unfurnished,Under Construction,North-West,1,0,1,Swimming Pool|Power Backup,28555,2023-07-07,Owner,No,1
PROP04362,Jaipur,Vaishali Nagar,Villa,2,2035,15600000,7665.85,0,3,5,Furnished,Ready to Move,East,3,1,1,CCTV|Swimming Pool|Gym|Park|Power Backup,34784,2020-09-30,Owner,No,1
PROP04363,Ahmedabad,Satellite,Apartment,1,955,10100000,10575.92,20,20,0,Unfurnished,New Launch,North-West,1,0,2,Swimming Pool|Security|Gym|Park,27943,2019-07-10,Owner,No,0
PROP04364,Jaipur,Malviya Nagar,Apartment,3,1139,9600000,8428.45,19,27,1,Unfurnished,Under Construction,North-East,4,3,0,Lift|Security|Parking|CCTV|Gym|Power Backup|Park,21274,2022-10-01,Builder,Yes,1
PROP04365,Delhi,Karol Bagh,Studio,1,300,4800000,16000.0,13,16,1,Unfurnished,Ready to Move,North-East,2,1,1,Gym|Swimming Pool|Power Backup|Lift|Security|CCTV,11566,2019-03-18,Owner,Yes,0
PROP04366,Pune,Wakad,Villa,2,2619,30900000,11798.4,0,5,2,Semi-Furnished,Under Construction,South-East,2,1,2,Parking|Security|CCTV,91302,2021-09-22,Builder,Yes,1
PROP04367,Chennai,Anna Nagar,Studio,1,300,3400000,11333.33,22,26,1,Unfurnished,Under Construction,North-East,1,0,1,Power Backup|Swimming Pool|CCTV|Lift|Park|Gym|Security|Clubhouse|Parking,8654,2023-08-05,Owner,Yes,0
PROP04368,Ahmedabad,Satellite,Row House,2,1606,13700000,8530.51,0,3,0,Unfurnished,Under Construction,East,2,1,2,Gym|Park,45153,2021-05-17,Owner,Yes,0
PROP04369,Ahmedabad,Thaltej,Independent House,4,1665,14500000,8708.71,0,0,5,Unfurnished,Ready to Move,North-East,5,0,1,Clubhouse|Parking|Park|Security|Gym|Lift|Swimming Pool|CCTV,51044,2020-04-02,Owner,Yes,0
PROP04370,Chennai,Porur,Apartment,1,944,9200000,9745.76,19,21,2,Semi-Furnished,Ready to Move,South-East,1,0,1,Power Backup|Swimming Pool|Park|Clubhouse|Lift|Parking|CCTV|Security,31983,2020-05-09,Builder,Yes,0
PROP04371,Jaipur,C Scheme,Independent House,4,1451,11400000,7856.65,0,6,1,Unfurnished,Ready to Move,South-East,4,3,0,Clubhouse|Park|Power Backup|Swimming Pool|Parking|Lift|Security,31623,2019-06-06,Owner,No,1
PROP04372,Hyderabad,Hitech City,Apartment,1,790,7800000,9873.42,10,13,0,Unfurnished,Ready to Move,North,2,1,1,Security|Parking|Park,29690,2022-08-17,Builder,No,1
PROP04373,Ahmedabad,Maninagar,Studio,1,300,3100000,10333.33,25,26,2,Furnished,Ready to Move,West,1,0,0,Power Backup|CCTV|Gym|Park,10454,2019-03-04,Builder,Yes,1
PROP04374,Ahmedabad,Satellite,Independent House,2,1827,13800000,7553.37,0,8,0,Unfurnished,Ready to Move,West,2,0,0,Swimming Pool|Lift|Clubhouse|Gym|Security,51991,2022-04-14,Agent,No,1
PROP04375,Delhi,Karol Bagh,Independent House,4,1998,23700000,11861.86,0,6,10,Semi-Furnished,New Launch,East,5,3,0,Park|Security|Lift|Gym,81052,2022-10-28,Builder,Yes,0
PROP04376,Jaipur,Mansarovar,Apartment,1,1029,7600000,7385.81,19,29,10,Furnished,Under Construction,North,1,0,0,Security|Parking|Swimming Pool|CCTV|Park|Gym|Lift|Clubhouse|Power Backup,16938,2020-11-18,Owner,Yes,1
PROP04377,Mumbai,Worli,Independent House,3,1325,22100000,16679.25,0,9,5,Semi-Furnished,Ready to Move,South,4,1,0,Lift|Swimming Pool,76160,2020-01-31,Builder,Yes,1
PROP04378,Bangalore,Indiranagar,Apartment,3,1308,23400000,17889.91,18,24,0,Furnished,New Launch,East,4,3,0,Security|CCTV|Lift|Parking|Clubhouse,49689,2019-02-08,Builder,Yes,1
PROP04379,Hyderabad,Hitech City,Apartment,3,959,11200000,11678.83,18,19,2,Furnished,Ready to Move,South-East,4,0,2,CCTV|Park|Lift,43560,2022-05-22,Owner,No,1
PROP04380,Mumbai,Worli,Villa,3,2044,37900000,18542.07,0,7,0,Semi-Furnished,Ready to Move,North-East,4,1,2,Lift|Power Backup|Park|Parking|Gym|CCTV|Security,108059,2023-04-06,Owner,Yes,1
PROP04381,Bangalore,Koramangala,Row House,3,1631,20800000,12752.91,0,8,5,Unfurnished,Ready to Move,North-West,3,3,0,Security|CCTV,46117,2022-11-28,Builder,No,0
PROP04382,Delhi,Saket,Apartment,4,935,10600000,11336.9,27,29,20,Semi-Furnished,Ready to Move,North,5,1,2,Lift|Gym|Swimming Pool,23512,2022-11-10,Builder,Yes,0
